Status,Q8,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,Q20,Q21,Q22,Q23,Finished,Q11
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"SICSS group activity, personal interest"
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,I am participating as part of the Summer Institute in Computational Social Science.
IP Address,Yes,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,Yes,No,No,TRUE,I work already on the family in sub-Saharan Africa and want to know more about other contexts. 
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,I was introduced to the project through the Summer Institute here.
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Computational Social Scientist ,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,Interesting dataset to test methodologies + important domain. 
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,No,Yes,No,TRUE,Understanding how interactions with the criminal justice system affect individuals' levels of trust in government/authority more generally.
IP Address,Yes,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,Summer Institute in Computational Social Science
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,to do social good
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,Part of the Princeton SICSS 
IP Address,Yes,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,Yes,No,No,TRUE,Interest in child development
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,Yes,No,No,TRUE,I am excited to part-take in a mass collaboration effort especially in the context of this summer institute. The substantive cause is a worthy one and the methodology is one I am passionate about. 
IP Address,Yes,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Media and Communication Science,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,SICSS course and an interest in social inequality and working with longitudinal data.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,A desire to change the world! 
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Biology,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,Want to support the idea of an academic Kaggle like competition. Recently attended RSF genomics workshop and am excited to see how we can use genomics data!
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"I am interested in the subject of the project as a social scientist, and also the structure of the project as a mass collaboration. I hope to participate in something that will illuminate new ways of doing social science that contribute to a positive impact on society."
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,Participation in the RSF SICSS as well as an opportunity to experiment with and learn about machine learning techniques for social science data.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Survey Methodologist,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"The summer institute. Although upon reading up on this project, I am absolutely impressed by the idea and think this is a terrific project with a hopefully large impact."
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,I'm excited to apply machine learning for such a good cause!
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"Research, learning, and social good."
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"I want to experience a Kaggle-competition-esque challenge for data that actually matter to me as a social scientist, by applying modeling tools that I've recently learned. Predicting Netflix reviews or handwritten digits or any of the standard machine-learning challenges seems trite and paltry compared to being able to work with serious data, a better understanding of which could provide a real contribution to our knowledge of social problems. "
IP Address,Yes,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,Yes,No,No,TRUE,"I am participating in a summer institute where this is a required assignment. Also, fragile families need our help."
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,Attempt to improve lives of vulnerable families with data science tools 
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,I am participating as part of the Summer Institute for Computational Social Science at Princeton University.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Communication (Computational Social Science),Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,Interested in data science challenges.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"I strongly believe in the power of combining crowdsourcing and data science techniques to solve important social problems. By combining the skills of both social scientists and data scientists, we are able to solve more interdisciplinary and larger-scale problems than we could alone. In addition, as a recent college graduate with more experience in data science theory than application, I am eager to apply my skills to a more meaningful and impactful problem."
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,I also studied Museum & Exhibition Studies with a focus on how technology can be used to increase accessibility to educational resources and better communicate museum content (particularly scientific content).,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"Being able to work on a project like this is the reason I decided to go into Data Science. I am motivated by the belief that data science can improve quality of life by providing our researchers, educators, doctors and policy makers with new, data driven insights and help us all make more informed decisions. My hope is to use what I have learned so far to positively contribute to the lives of others. I also love that this is inherently collaborative since it will allow me to learn from others and grow as data scientist throughout the process. "
IP Address,Yes,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"Two things: advances in machine learning, and improving models that could be of use for the fragile families community and their children in particular."
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Mathematician,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,I want to learn machine learning with friends from Harvard University.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,"I found this project very inspiring because of its altruistic concept. I have participated multiple data science and machine learning projects but I rarely feel that I am making a social impact on large scale. I believe this project is a perfect opportunity for me to transform passion in data science into social impacts. In addition, child care and mental behavior is something that I can relate, and I am genuinely excited to join the community of scholars who are driven to make social impacts. "
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,I plan to participate as an individual interested in the intersection of social science and data/computer science.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,I want to implement machine learning algorithms to different data. I want to be able to affect policy by providing data-driven solutions. 
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"I have a general interest in human behavior and situational factors. Thus, I would like to understand how early situational factors of kids affect certain outcomes at a later age. Also, I am interested in analyzing datasets in general."
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,I have some experience in statistics -- as distinguished from data science.,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,"I am motivated by a desire to better understand how machine learning techniques (e.g., Lasso, ridge, elastic net, boosting, et cetera) can be incorporated into traditional social science research. The major divide, in my view, is between a goal of prediction (the province of machine learning) and explanation (the province of conventional statistics and modern social science). Bridging the gap between prediction and explanation may help us learn how machine learning techniques can be used to address mainstream, traditional social science questions."
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"the most fascinating part of this is the type of data and what can be achieved, and even though thousands of people have worked on this, it's challenging to try to look at it from a different angle and try several techniques and get hands-on experience "
IP Address,Yes,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"There are mainly 2 sources of motivation.1. Problem itself is very interesting and challenging.2. It is always pleasure to work on projects which can have real positive impact on world."
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,Individually,No,No,No,TRUE,The desire to work with an interesting dataset to address societal problems in America.
IP Address,Yes,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Physiologist,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,"The thrill of a challenge, as well as the possibility of doing some good for at-risk populations."
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,been able to extract insights from new and different data is always a good thing. and to used the collected knowledge to help solve problems.
IP Address,Yes,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Applies to me,Does not apply to me,Does not apply to me,,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Does not apply to me,Applies to me,Does not apply to me,Does not apply to me,,As part of a group,No,No,No,TRUE,The desire to work with big data that is relevant to the decision making process of a minority group and possibly make an impact in the lives of others.
